,scores
3555,-258.9112155496448
3556,-255.507578982061
3557,-131.3167213840187
3558,-129.90990271547338
3559,-253.05255179130967
3560,-0.7039213618147565
3561,-131.32093830747516
3562,-129.60260889077549
3563,-129.91982176191476
3564,-129.2093705093652
3565,-134.27240193048297
3566,-259.3959717120777
3567,-131.63034217260753
3568,-450.5810944945261
3569,-243.9061436650341
3570,-128.87603239129578
3571,-130.0367529531913
3572,-370.0335915374008
3573,-131.97779784684496
3574,-129.0266251484962
3575,-131.56557724263473
3576,-264.38676908773107
3577,-1.0872283154200006
3578,-125.95150135752819
3579,-129.04045848807255
3580,-128.89135430269906
3581,-244.57645987696532
3582,-132.4765492673284
3583,-249.634487584115
3584,-1.4750597934607523
3585,-130.2428098571767
3586,-255.47659255217548
3587,-269.46744576703253
3588,-131.3129395122713
3589,-126.31132612361169
3590,-561.7908755918212
3591,-129.16624224143393
3592,-126.69131252503337
3593,-125.54449963142781
3594,-454.4424369939429
3595,-125.1738686608404
3596,-1.8540760750909666
3597,-127.94822173792453
3598,-128.6810649044338
3599,-130.5145906673875
3600,-131.1847019342642
3601,-1.0648893012895517
3602,-125.89931186247948
3603,-127.51205889225874
3604,-243.68908718265934
3605,-130.73893060382403
3606,-264.2665475192659
3607,-126.15358850014485
3608,-249.66874674465836
3609,-413.5443262764732
3610,-126.00059474162724
3611,-0.9758125354814327
3612,-261.2377601235802
3613,-505.4022132545898
3614,-130.82291855858074
3615,-373.55667348369616
3616,-128.42410584306836
3617,-0.8807799372166579
3618,-271.4739283313592
3619,-0.9233866127004229
3620,-127.48126167783091
3621,-129.4546177334539
3622,-392.1095405606727
3623,-377.0528318907314
3624,-255.4043392192515
3625,-1.7183602107956688
3626,-0.595250593491544
3627,-248.75971321376912
3628,-128.12546478522788
3629,-124.71296550565852
3630,-382.3527435866063
3631,-0.5398838031129425
3632,-127.84772560492492
3633,-427.15787910909165
3634,-242.71177944362972
3635,-129.39740076635616
3636,-1.3682391807375436
3637,-390.81128118984975
3638,-261.39738041003807
3639,-126.88618917986291
3640,-263.6273646235264
3641,-123.9088945218424
3642,-407.67096724965376
3643,-267.5634178808053
3644,-130.9576413410669
3645,-129.02958698568833
3646,-131.59720224457385
3647,-254.25032281540712
3648,-0.7775270992415672
3649,-401.33385794373817
3650,-265.0808494199045
3651,-530.9129951664535
3652,-127.21804940747221
3653,-257.51589054740464
3654,-128.71282649629148
3655,-128.5387901920385
3656,-0.617148675221395
3657,-128.88931940966106
3658,-130.64125335402218
3659,-129.36069958895496
3660,-129.804074994068
3661,-255.6713163190029
3662,-127.47551188836648
3663,-126.83096661157387
3664,-263.4360047354967
3665,-130.08797982450557
3666,-380.53278384212405
3667,-129.8516698137059
3668,-242.71999503064492
3669,-381.6675028278013
3670,-240.36679896125605
3671,-452.70446008566984
3672,-127.38343203464356
3673,-366.26668115062404
3674,-419.7867480708903
3675,-126.64440673466446
3676,-468.89174708247134
3677,-244.2660864122907
3678,-248.30301522851445
3679,-252.55043964714812
3680,-270.5900016437202
3681,-1.1868458999831502
3682,-128.2590974000963
3683,-261.0776224361314
3684,-446.78563613578166
3685,-261.78785127572354
3686,-254.52335113279372
3687,-129.15534076889753
3688,-258.9166081314601
3689,-133.6815032634302
3690,-462.2295757119964
3691,-259.7854094607741
3692,-126.64218244546774
3693,-287.2129772770439
3694,-266.2151515213415
3695,-126.33688565443111
3696,-247.38157124610115
3697,-128.7682879013274
3698,-128.7349599227039
3699,-254.39055372471205
3700,-0.6247078808751994
3701,-126.05559697490277
3702,-419.953204953571
3703,-126.18413036261482
3704,-128.3144727166942
3705,-262.65982213029423
3706,-127.55327324141687
3707,-2.562818948993025
3708,-0.7463606244099696
3709,-130.07925819136702
3710,-372.48575677602673
3711,-128.0514279131701
3712,-416.10073038403794
3713,-129.9717756826353
3714,-129.54373186693715
3715,-382.7049478753739
3716,-126.1719874329462
3717,-245.7526915578282
3718,-127.49050600658663
3719,-280.7986924686066
3720,-334.0135167383291
3721,-386.3020835668117
3722,-259.27891408255545
3723,-127.74369499667745
3724,-392.0796708927467
3725,-359.9102905213558
3726,-259.54343035000255
3727,-130.6809174067497
3728,-128.3631824622467
3729,-263.39051745215266
3730,-129.06890334019664
3731,-522.863601123181
3732,-386.8861401950314
3733,-256.22151850175845
3734,-367.7901567318921
3735,-245.24464862429232
3736,-130.27517096196678
3737,-267.1400904784524
3738,-128.37843945991088
3739,-478.18094007762653
3740,-128.0672994451188
3741,-129.36622830476966
3742,-131.57427342705068
3743,-128.84532457567306
3744,-0.6639025271169335
3745,-522.7534064162585
3746,-247.62402069996037
3747,-131.53839760583904
3748,-125.95503045937281
3749,-124.98420918749947
3750,-129.69902832031133
3751,-256.038177056881
3752,-373.3861006495128
3753,-127.88648530733842
3754,-258.8211306264471
3755,-125.26295498426977
3756,-259.629505540737
3757,-263.05954945216394
3758,-259.7246035100432
3759,-130.69572433665437
3760,-251.2187464922477
3761,-136.25605420919112
3762,-128.9140562107982
3763,-530.6653099165092
3764,-342.360434914045
3765,-132.1992635008551
3766,-400.31647417959823
3767,-404.35286034672123
3768,-130.79735950428847
3769,-129.50080354139928
3770,-411.3926671553586
3771,-129.78572801846292
3772,-260.79577487912314
3773,-373.29646923242285
3774,-380.55723717308024
3775,-0.8601339899824265
3776,-2.9647221469239016
3777,-370.89436705775887
3778,-418.28732147073
3779,-454.0253175755531
3780,-135.05038737346638
3781,-391.7278231278193
3782,-361.6565351592325
3783,-127.27852129091465
3784,-260.6318321309196
3785,-127.03555609786056
3786,-127.70054747290371
3787,-256.60690046140394
3788,-263.28259867009035
3789,-132.01558183409347
3790,-1.9705044160834175
3791,-349.88702048145836
3792,-372.52494620739304
3793,-2.636462331400655
3794,-127.59824483022247
3795,-261.8424058493272
3796,-2.5634966348014525
3797,-0.7373792579248502
3798,-130.17905882841612
3799,-125.3716643396369
3800,-505.90287068749825
3801,-128.44154891541066
3802,-260.2649867145068
3803,-260.642620082504
3804,-126.35432427119126
3805,-128.11041875804932
3806,-127.71666116823091
3807,-0.6948108229462823
3808,-130.10184648747412
3809,-129.96186680309353
3810,-1.1517602021646922
3811,-376.7885124458403
3812,-246.80148332413515
3813,-129.11025176540693
3814,-131.0473031955811
3815,-254.71541787393096
3816,-0.8798062786486456
3817,-374.2198729725593
3818,-246.76352255411803
3819,-388.32496253412046
3820,-131.9004379625358
3821,-130.41773638299057
3822,-128.49975511105487
3823,-128.5074371985897
3824,-127.43174151698469
3825,-430.8902060733585
3826,-1.0828077924657158
3827,-124.7372852650535
3828,-263.51445656479495
3829,-372.78509193906666
3830,-246.5710915231188
3831,-386.142901259106
3832,-1.2798008271824362
3833,-132.28299904772905
3834,-257.1907425938795
3835,-131.4453862810233
3836,-0.5841683490334362
3837,-251.59044136114
3838,-128.06017875202713
3839,-264.4154404693195
3840,-0.8452374262294804
3841,-132.99996775353668
3842,-128.02968331012005
3843,-377.5376668286134
3844,-249.61841872829325
3845,-131.65231744789827
3846,-130.63467507726475
3847,-130.94398521106143
3848,-0.7582733392089078
3849,-131.48781378170386
3850,-126.9210474563794
3851,-126.88310056756787
3852,-421.02046178205666
3853,-129.96807805762825
3854,-0.9549036533249052
3855,-130.3866606640486
3856,-130.05772832618493
3857,-2.195875611650513
3858,-128.16602349105358
3859,-261.29818861987906
3860,-127.17888412677034
3861,-127.1719974841193
3862,-129.0846750085117
3863,-571.5048562333673
3864,-262.3865296348779
3865,-131.42920021525055
3866,-128.69892676578888
3867,-260.3306085243686
3868,-126.35036948827337
3869,-126.19397811325375
3870,-477.4913753530658
3871,-362.31027107171946
3872,-259.25766875006025
3873,-125.56131857548759
3874,-131.2207823054417
3875,-255.9241060146238
3876,-127.62931254376745
3877,-126.40767508864678
3878,-0.7875590176690836
3879,-1.0711189079228363
3880,-130.02489456788075
3881,-1.1621488959621271
3882,-272.75832743814146
3883,-402.0065345206522
3884,-0.8680961486384046
3885,-509.9487242106968
3886,-131.01077729213873
3887,-440.74603393700903
3888,-364.7301359917554
3889,-1.0260674767816254
3890,-0.542352518253214
3891,-258.2812103336307
3892,-371.8318449696922
3893,-406.57493159186464
3894,-129.34258050234106
3895,-126.11827963799489
3896,-1.243785141319671
3897,-126.81753805539981
3898,-260.14372005668343
3899,-1.182514725859787
3900,-381.20010523540736
3901,-128.75737979563084
3902,-397.8296374649863
3903,-338.0803605877837
3904,-259.8914648047237
3905,-531.2106490151551
3906,-251.0809218857229
3907,-253.54027084053874
3908,-0.5114906206519054
3909,-0.8682752094161017
3910,-255.49552239157018
3911,-127.6100748912482
3912,-257.27823679511243
3913,-131.7191033999827
3914,-270.37805900659754
3915,-130.86394280824638
3916,-257.41955022080015
3917,-132.33423332351126
3918,-133.00004750579063
3919,-129.36185635652913
3920,-1.6774666833788272
3921,-128.71631690822332
3922,-127.23542352366762
3923,-130.1039386731582
3924,-130.1373449201888
3925,-265.52474566265175
3926,-264.2771355469065
3927,-261.141515276412
3928,-244.58509703484407
3929,-125.80726535194296
3930,-1.0557806254458395
3931,-129.95964659315356
3932,-129.09771896016034
3933,-0.8241272440565299
3934,-2.1455214759886347
3935,-125.7633310024033
3936,-129.98102948813246
3937,-380.9144358951259
3938,-128.49449086575976
3939,-0.668992823467167
3940,-128.2461406413481
3941,-128.12808562975343
3942,-129.12509483305936
3943,-0.7593021489134826
3944,-1.832857354634503
3945,-128.89803578134917
3946,-380.15686049198916
3947,-129.6089913091775
3948,-361.8858654998023
3949,-1.5224446189045637
3950,-123.58326340843219
3951,-245.24282905966766
3952,-250.36454800038544
3953,-241.45503556703818
3954,-127.32482014478437
3955,-130.1408714109512
3956,-130.4888245122943
3957,-132.3338509383551
3958,-127.68240384047407
3959,-393.37195862526215
3960,-0.948017255019955
3961,-129.29033551980984
3962,-1.9715572515410227
3963,-244.9579190843599
3964,-126.07645736329322
3965,-125.31672477138989
3966,-264.1743137374974
3967,-140.07538250925626
3968,-384.53336993658314
3969,-130.82129631273202
3970,-254.11495180243588
3971,-129.51915896225424
3972,-375.6013839439064
3973,-129.08472401919738
3974,-127.50556321980831
3975,-129.71432818097787
3976,-0.8796836717135991
3977,-131.25148366489677
3978,-130.6289562202406
3979,-132.45450329009552
3980,-127.7690738335753
3981,-127.9802559262498
3982,-243.82689099268742
3983,-129.30655938906108
3984,-243.54016860604654
3985,-265.61470380294037
3986,-0.6624136894583647
3987,-126.90368046258136
3988,-127.85716585649507
3989,-129.3230311523717
3990,-242.5208187008113
3991,-0.6505784697069459
3992,-126.76127187501206
3993,-351.67257416906466
3994,-128.13980025903538
3995,-254.04824498068902
3996,-127.12492772150682
3997,-127.5247473061693
3998,-127.35369813577907
3999,-379.19889585131057
4000,-252.3967708170432
4001,-128.76365631622238
4002,-262.6230867100635
4003,-453.53149767953056
4004,-258.4601050489413
4005,-131.6466319228302
4006,-490.9694397722793
4007,-130.82582424506722
4008,-390.2364782446518
4009,-130.2085541265289
4010,-380.1695545025372
4011,-264.8415315573422
4012,-126.35124332476
4013,-356.1191686632708
4014,-393.00763114678927
4015,-127.81124625558866
4016,-377.59775764766266
4017,-1.2987942796140555
4018,-504.66713975824615
4019,-126.77518801368164
4020,-256.2364709813317
4021,-131.9927875696419
4022,-420.5029924209239
4023,-372.68224075440907
4024,-257.67200387006625
4025,-447.4849192495214
4026,-246.45605292993673
4027,-334.1885159422204
4028,-470.0212149610863
4029,-390.49662196442137
4030,-253.37376491069762
4031,-129.9148389012537
4032,-129.98858554606946
4033,-0.9311205605924209
4034,-127.73716104179455
4035,-248.95582633358308
4036,-266.2957026338027
4037,-0.8784066700396044
4038,-0.7481559469302193
4039,-128.95058622444296
4040,-382.39126324768495
4041,-258.78805573839
4042,-131.1164507576012
4043,-238.4579835752781
4044,-125.566383517489
4045,-254.61476414056273
4046,-127.55198924838776
4047,-128.29124536958042
4048,-463.7798431893816
4049,-439.3731342530831
4050,-238.5694545994959
4051,-370.5331613416553
4052,-129.01503183412964
4053,-129.75614932650953
4054,-130.61651537938735
4055,-129.03029538877553
4056,-129.76755636818945
4057,-130.17035202562633
4058,-127.3721676673435
4059,-130.12110770034738
4060,-133.0540399916509
4061,-129.41775053363412
4062,-124.56668904302506
4063,-129.75583473741355
4064,-257.06668936373785
4065,-388.6274601368593
4066,-128.07183614166777
4067,-251.09759176852023
4068,-0.7875485053828749
4069,-1.0514545491503287
4070,-243.69385914517983
4071,-265.11364188843606
4072,-253.43820556622697
4073,-124.48849342417918
4074,-128.35501994583183
4075,-127.20268941747311
4076,-401.3339439126972
4077,-133.79111238627976
4078,-249.49504821112734
4079,-256.5718511141725
4080,-128.82813921196103
4081,-249.53515889531928
4082,-254.0661565766758
4083,-1.2634317688785306
4084,-126.81719220235102
4085,-128.79245161784505
4086,-378.22739432492875
4087,-129.33637440384555
4088,-126.09234694407657
4089,-130.03151559624797
4090,-130.63666456753003
4091,-129.19775410435886
4092,-0.4991583947674787
4093,-360.336064231612
4094,-131.7202062464655
4095,-129.6918726667947
4096,-384.02371526046977
4097,-130.06974369891896
4098,-411.7876732953039
4099,-129.09138754790604
4100,-136.7135365948867
4101,-131.42767122613628
4102,-265.4870405439755
4103,-124.67887891555861
4104,-334.52171004144384
4105,-128.97049354146026
4106,-130.88087339008166
4107,-405.3975897648605
4108,-265.4886310616336
4109,-130.2762892049457
4110,-250.1996348663668
4111,-1.5500637229774117
4112,-0.7672134798600487
4113,-430.2786902061568
4114,-126.27954574813955
4115,-130.92891118434983
4116,-256.76395679899247
4117,-130.46063803608007
4118,-1.166327196273236
4119,-123.63641238166834
4120,-253.12242013066862
4121,-130.48062363963527
4122,-127.57016991248084
4123,-129.76121183165677
4124,-129.5008396251502
4125,-128.6406699024469
4126,-371.2793438204794
4127,-376.80604745468827
4128,-325.85553531517496
4129,-388.3195009638504
4130,-132.48318180093096
4131,-1.0509500897433703
4132,-251.36651644872904
4133,-255.99624885532845
4134,-129.51690981313484
4135,-129.13615716365922
4136,-0.6693888180607445
4137,-129.44759588503194
4138,-252.67363567457218
4139,-1.16865738743135
4140,-133.8484875235009
4141,-362.22404593334807
4142,-130.3520595755156
4143,-480.05742863586363
4144,-127.01928631305759
4145,-254.63869411050655
4146,-258.2519983346582
4147,-132.86737107921903
4148,-133.8669712479857
4149,-128.66631775288852
4150,-377.86591137816276
4151,-260.97772100927733
4152,-247.33177450296506
4153,-395.2570758489205
4154,-129.2669108721146
4155,-127.51278536322947
4156,-130.785200138154
4157,-0.7468590274143038
4158,-129.37111308287473
4159,-341.73481598150187
4160,-247.29334193470712
4161,-377.29407919292623
4162,-0.8326494124265269
4163,-404.67650987698465
4164,-129.45303694161058
4165,-246.00115594444338
4166,-380.46122091770724
4167,-125.40979081145693
4168,-130.7562317698081
4169,-385.29306619527944
4170,-135.003162220353
4171,-248.32758952052757
4172,-382.97682650515685
4173,-133.2835457511637
4174,-129.83206036649486
4175,-263.667390526414
4176,-125.95035965094921
4177,-253.47267566028177
4178,-1.2061325006377674
4179,-128.62128046944858
4180,-0.774564195239362
4181,-0.6827897219703343
4182,-501.23211914266585
4183,-129.89910791393407
4184,-372.36066736393053
4185,-449.56329986197534
4186,-0.6413585411506382
4187,-127.78446642530909
4188,-0.9557761125651508
4189,-1.5123868220147179
4190,-127.2892890578345
4191,-129.29427078821598
4192,-132.0252777229184
4193,-347.6932787456971
4194,-252.81230021003697
4195,-124.67908462496827
4196,-539.9468160645506
4197,-136.4678685148025
4198,-124.90551174397831
4199,-0.5909041317905841
4200,-120.6529705823585
4201,-251.6728944601334
4202,-127.48369898090758
4203,-126.62953575240113
4204,-131.06089557810293
4205,-1.338830964078861
4206,-126.21168997585384
4207,-129.24317276139476
4208,-365.6590255297849
4209,-262.6602587887819
4210,-358.0723388967926
4211,-259.57262647279885
4212,-0.5524994143762877
4213,-128.30420974216864
4214,-418.60228270731324
4215,-363.92035401158137
4216,-389.0697412509953
4217,-130.62010903582916
4218,-129.37215068901716
4219,-128.52759483134122
4220,-410.8613287539882
4221,-399.0803804172628
4222,-129.4443925783801
4223,-381.96872993838446
4224,-126.54991850418105
4225,-129.54475903695302
4226,-260.5531389034706
4227,-266.5454484877054
4228,-264.80262566175986
4229,-249.66449352730763
4230,-376.3637325430216
4231,-375.4065417361823
4232,-250.61614363442592
4233,-250.93358820784837
4234,-129.8600607841284
4235,-419.43681452595916
4236,-132.56895597793405
4237,-130.1861474032884
4238,-256.42204000901046
4239,-129.13717291648823
4240,-125.71700821257879
4241,-391.5209630644967
4242,-253.49831336532574
4243,-516.0100248318768
4244,-129.3915379179021
4245,-338.26567328300837
4246,-127.39548589252608
4247,-0.7622495854141297
4248,-126.90837885957156
4249,-126.68388081496637
4250,-127.83351760274398
4251,-2.556503884581477
4252,-259.35597561844753
4253,-130.81114725703392
4254,-248.39395423330106
4255,-246.97847525677554
4256,-263.1643136601187
4257,-126.50721730393862
4258,-252.50312066539576
4259,-248.40446236095207
4260,-132.86535644839284
4261,-130.84975918277382
4262,-260.7890104337404
4263,-259.49395992052905
4264,-125.00508364992073
4265,-0.6846873796344359
4266,-125.75528528620784
4267,-404.54300495651256
4268,-127.56743653160132
4269,-258.9870590563863
4270,-391.33440821428246
4271,-457.094833318712
4272,-302.06235470869865
4273,-261.6247797084119
4274,-129.14347384636608
4275,-382.50653060108874
4276,-129.68192801089322
4277,-372.67552777776746
4278,-397.4494505247558
4279,-130.73960587751196
4280,-0.8347106862571892
4281,-126.86827440731713
4282,-0.8501113151526336
4283,-499.1184791661932
4284,-370.6605504634731
4285,-262.454601537143
4286,-131.21073878075924
4287,-444.3567957027761
4288,-362.99050985472735
4289,-263.0628489948027
4290,-129.19794064679644
4291,-258.7156480156099
4292,-1.1131359548155877
4293,-127.42523481447002
4294,-129.50171153293886
4295,-126.12597255030674
4296,-262.8552903824064
4297,-265.8957095990007
4298,-127.12947318762279
4299,-129.330679184935
4300,-259.29232008679355
4301,-128.02085233079853
4302,-129.56592038217923
4303,-125.36028105777397
4304,-379.77293995875596
4305,-263.6932038827551
4306,-128.7733372867388
4307,-372.26943786036327
4308,-130.0350797307219
4309,-287.6103363225436
4310,-255.28627844591523
4311,-0.9093297617604577
4312,-260.8761680591299
4313,-257.48698026223593
4314,-128.79690704008672
4315,-127.18028490098992
4316,-388.54083228020784
4317,-267.2087293489559
4318,-132.58872828434835
4319,-2.5454922498948083
4320,-0.6954250261359857
4321,-241.96574783449984
4322,-128.91906938540347
4323,-379.5334929834628
4324,-242.1373511982466
4325,-258.36801646629505
4326,-259.3220132443609
4327,-370.9792867200337
4328,-1.069778203690376
4329,-252.0967063436115
4330,-365.6541403363691
4331,-125.90320714161669
4332,-130.17111030546076
4333,-130.40396232364137
4334,-415.8406740168515
4335,-130.53010196052003
4336,-127.93069979951413
4337,-127.82987851446234
4338,-251.50454649295997
4339,-126.54486707451822
4340,-264.07442927669774
4341,-134.35953801807577
4342,-130.44032886890892
4343,-125.4983740046576
4344,-127.79023477083055
4345,-252.86349050389663
4346,-385.14036283333553
4347,-127.43995726086759
4348,-384.4263366878257
4349,-250.49189986138785
4350,-129.81588495550432
4351,-129.9991508156384
4352,-125.7401700644696
4353,-265.63238141724196
4354,-426.8303914295298
4355,-130.6148000392235
4356,-131.5695268505865
4357,-130.92467247957657
4358,-538.8092093373074
4359,-130.14088045017414
4360,-123.79499345401358
4361,-128.2126054167662
4362,-371.2649399760415
4363,-245.77273995372974
4364,-127.67556818036682
4365,-361.0409769247917
4366,-130.32195069844596
4367,-430.49298332835866
4368,-0.6089220863957558
4369,-128.6144266349407
4370,-386.4265709720751
4371,-411.2223506114166
4372,-259.2914073673522
4373,-252.3425316914511
4374,-127.18254303476719
4375,-0.6905842249061254
4376,-124.42479747966868
4377,-129.41999191495128
4378,-133.84830486712485
4379,-249.25992400631833
4380,-372.89420680395745
4381,-255.5972881228957
4382,-257.32850910410565
4383,-127.42203736146033
4384,-262.84594164267975
4385,-127.74227755027614
4386,-0.9667171849944711
4387,-0.8933881788023169
4388,-127.10668910969135
4389,-479.58281012479443
4390,-0.8532751858591048
4391,-245.57050489718807
4392,-1.1823301939960242
4393,-462.68609848224753
4394,-380.4021728015853
4395,-264.3686184813698
4396,-259.15765702934203
4397,-128.75514720074966
4398,-126.07578149910476
4399,-128.67504540369214
4400,-391.09915548182164
4401,-130.75756244441294
4402,-130.69163758914658
4403,-376.73009896577315
4404,-257.3595210360496
4405,-129.49998962686306
4406,-263.75484352103035
4407,-265.55409969772876
4408,-128.14215192376184
4409,-396.5154476933874
4410,-256.36936002109707
4411,-273.0919374072082
4412,-126.10992989901082
4413,-128.1170433801281
4414,-129.63824426836618
4415,-1.0253540829178052
4416,-0.7490265053532413
4417,-266.52287715562755
4418,-491.8663389254338
4419,-127.71235859842051
4420,-271.9456698482869
4421,-381.5403404771962
4422,-129.54612644770188
4423,-127.41485156041752
4424,-130.5540518501831
4425,-127.70641500005021
4426,-130.82605956402833
4427,-269.3992655005678
4428,-131.63569951275213
4429,-254.1222576978
4430,-1.0338974748354806
4431,-381.7536142811245
4432,-0.9352714640289475
4433,-258.10736248403293
4434,-262.74654305587114
4435,-128.8290468880735
4436,-426.034610327898
4437,-129.7466785756259
4438,-0.9762076609516175
4439,-1.3570134764508202
4440,-130.4555671173841
4441,-124.66155587668142
4442,-128.5914123638108
4443,-130.88202372821192
4444,-127.97011181242617
4445,-0.8948758673223046
4446,-0.7842819265213105
4447,-136.13189032021333
4448,-261.7898853811139
4449,-130.02475716957497
4450,-131.72332123844788
4451,-128.8821875104008
4452,-264.59650238604803
4453,-127.98716738869688
4454,-359.5568153502697
4455,-418.9633786939046
4456,-129.1826642036827
4457,-268.779284613524
4458,-127.07606797361305
4459,-382.31927434929116
4460,-378.9086878021026
4461,-131.38863022435328
4462,-129.66139652817247
4463,-1.9853986898524074
4464,-128.43764046379667
4465,-264.2986432812741
4466,-262.9895792724942
4467,-127.80698684863269
4468,-128.76265406632712
4469,-129.3135538943538
4470,-437.8541388326491
4471,-253.69653918435208
4472,-128.91379470210433
4473,-131.6259961268888
4474,-406.12991188322184
4475,-244.3879238240172
4476,-0.9780979264116291
4477,-128.45957080818067
4478,-523.9727870321095
4479,-126.0213927310967
4480,-129.4880155112943
4481,-128.0916695529831
4482,-438.907811235125
4483,-242.15071054723947
4484,-375.9219783089013
4485,-410.69938124955075
4486,-128.1838302227326
4487,-131.53564842234238
4488,-260.6117837122706
4489,-0.8000647623049512
4490,-256.4899114272188
4491,-127.38502427392619
4492,-267.7957698439347
4493,-126.60648429793524
4494,-373.4357111610797
4495,-245.06760130795652
4496,-265.01185269872565
4497,-127.22774142335402
4498,-258.4947542892986
4499,-124.17564444988496
4500,-249.0631471059721
4501,-366.8123524310809
4502,-253.3611030715226
4503,-377.27558055694885
4504,-127.19804760649863
4505,-130.0571932067341
4506,-1.1569362967294279
4507,-127.88161172428701
4508,-256.10639941467224
4509,-127.62657690803373
4510,-127.72507650720341
4511,-2.823123260345832
4512,-245.17799575662409
4513,-377.74435448851347
4514,-127.34115416267561
4515,-260.56683761381544
4516,-130.96475850097235
4517,-257.97241497729823
4518,-133.20702581667996
4519,-1.3459793315159019
4520,-259.17081667959775
4521,-125.44317428003771
4522,-253.09464275905975
4523,-128.52408571481052
4524,-126.12766605474556
4525,-435.00851480811735
4526,-377.62967887929096
4527,-130.51310377618134
4528,-1.827701549460137
4529,-354.11370927530106
4530,-253.5878213807845
4531,-440.920310260016
4532,-1.7405824786489565
4533,-126.2926665965872
4534,-1.460354154374447
4535,-257.92765613564507
4536,-127.65997477695454
4537,-381.71690238887317
4538,-254.60805891552113
4539,-130.5366106455229
4540,-1.4082995411061483
4541,-128.9582499472614
4542,-131.3775778543555
4543,-243.7703062542746
4544,-127.2482840322491
4545,-349.4388345602684
4546,-253.75514975237712
4547,-1.0097928684496906
4548,-2.197697909029808
4549,-132.47128959731126
4550,-375.7727872789522
4551,-252.48919886100865
4552,-126.15006996120823
4553,-255.03659810958527
4554,-253.22025267359405
4555,-126.05250275027826
4556,-374.2385655706519
4557,-250.53279481607004
4558,-266.145876494518
4559,-123.81404981369577
4560,-130.38609347604645
4561,-377.358815621339
4562,-268.90464756191756
4563,-128.11210770312
4564,-476.841541110663
4565,-128.20232660463782
4566,-421.0674069591885
4567,-0.6748645743536341
4568,-470.5310847171448
4569,-262.94026274008513
4570,-130.0740497333312
4571,-0.7655393244083188
4572,-126.06391824908378
4573,-380.28926607487404
4574,-124.50688518760906
4575,-128.17531764454722
4576,-481.73367770860114
4577,-2.8630429496571264
4578,-377.77149027327863
4579,-0.8331195420933291
4580,-244.7185413323196
4581,-248.7804487197806
4582,-258.6629535038726
4583,-269.11074173961543
4584,-128.9947185491322
4585,-251.00467768774982
4586,-127.61815710513513
4587,-0.8709935726751588
4588,-263.1402186234146
4589,-127.63016703966395
4590,-268.80214461093004
4591,-511.0386635794963
4592,-275.71011094512625
4593,-485.25369223717837
4594,-251.94517916784986
4595,-132.18272170502883
4596,-129.96306337434805
4597,-130.59100829478763
4598,-128.59765938104542
4599,-129.8401670229117
4600,-126.56482251178596
4601,-129.84268873784646
4602,-405.86724329773324
4603,-131.2805512675903
4604,-128.27452571945238
4605,-0.7191825548728991
4606,-378.295276609666
4607,-127.69126608586048
4608,-128.32010151502604
4609,-253.63810845530054
4610,-369.49028195628193
4611,-383.6530182830159
4612,-129.54759049300162
4613,-241.93573585841267
4614,-396.7794136842478
4615,-420.10447379671064
4616,-252.88648232345582
4617,-247.5086655766216
4618,-128.44872513602115
4619,-376.4040644993013
4620,-257.8635444137959
4621,-130.21673586589543
4622,-129.6657825445517
4623,-258.44423515249696
4624,-276.0663341276015
4625,-374.1544622728502
4626,-0.7828234560401957
4627,-319.2131703798421
4628,-316.5665755440886
4629,-129.45403671518068
4630,-130.20381428702422
4631,-128.26130069182915
4632,-132.44587639808515
4633,-128.3024410288439
4634,-251.32740227933073
4635,-131.23409430906256
4636,-260.49806794677687
4637,-263.94339615824373
4638,-124.59533883458177
4639,-132.05998699627986
4640,-128.64816981612552
4641,-129.78337792877278
4642,-352.6409197209556
4643,-410.1323020761776
4644,-3.6372036508021144
4645,-125.37639906912644
4646,-249.37895986706994
4647,-378.5529084522795
4648,-256.831065344333
4649,-130.91224003219716
4650,-268.1078301233158
4651,-0.8242715599304242
4652,-253.92407691963626
4653,-131.76302029281817
4654,-254.76740290040178
4655,-257.8094168009463
4656,-254.16012300055482
4657,-132.62563496378183
4658,-496.56138177229764
4659,-1.0805217780339724
4660,-367.004187999103
4661,-126.94524606875007
4662,-261.44064831707897
4663,-385.20981108254955
4664,-273.4591644060967
4665,-128.928524641264
4666,-1.0050990139856222
4667,-127.33009113127966
4668,-128.40787635972063
4669,-497.88594761601956
4670,-1.7893752732563444
4671,-241.39497615136338
4672,-247.89423894376986
4673,-372.25874113673245
4674,-125.38464953748203
4675,-127.25739169146999
4676,-126.79541506063025
4677,-376.0320067303124
4678,-369.21509182891026
4679,-263.6085104071654
4680,-130.3831766070988
4681,-417.59196912203055
4682,-128.97545664461836
4683,-258.01495714638844
4684,-130.28797721466066
4685,-260.5664127926015
4686,-254.25230009378538
4687,-130.33429011830725
4688,-1.5539772476903932
4689,-2.7286280024257095
4690,-247.30047644066252
4691,-0.6150504093412379
4692,-255.8017330019223
4693,-131.2750575685325
4694,-383.6825012976648
4695,-0.8689628453539755
4696,-130.51523746746548
4697,-268.27862385605465
4698,-1.010130007968362
4699,-273.5281795574972
4700,-134.1604195258366
4701,-251.64595374302036
4702,-128.6003941157157
4703,-0.8695179217115252
4704,-0.7139936016624147
4705,-124.56412613055176
4706,-409.6588879444203
4707,-243.59394582663134
4708,-361.87126306809307
4709,-125.98814148323572
4710,-129.19660760353358
4711,-388.2572055041228
4712,-130.25854599885594
4713,-129.2960842726745
