,actor loss,critic loss
0,51.53442338102607,1519.5675050797001
1,21.838109303546208,248.11646526705835
2,5.542015842083962,117.03931411415019
3,0.1874974485862279,90.93301705391177
4,-0.9719717893143615,81.9127654557587
5,-0.42194412318158453,65.43981484238819
6,0.5273998074503916,71.89573509462419
7,-0.22695704541339348,59.32694813307896
8,-0.17618808063918784,50.498462137611966
9,-0.8759460419761919,56.254570622597974
10,0.28967594926355666,46.32201401700256
11,-0.7125229971263037,43.31420155084261
12,-0.8621534416847612,34.774762080305365
13,-0.3621228170761418,41.71941480226414
14,-0.601414123808925,28.6737598593517
15,2.0907212980652368,45.8284065574728
16,-1.2956014517915024,42.90455252329509
17,-1.0231723469581895,34.820395620407595
18,-0.6866077105985373,25.620831017340382
19,-0.8335749331108164,22.515081948618736
20,-0.8993386451906014,28.26269560270412
21,-1.0321387973684137,14.102034487519212
22,-0.5321596358356977,7.497031744321188
23,-0.23834065353092287,8.691099558338042
24,-0.28306267158108295,5.243374607896292
25,-0.08119032977935006,7.039082361805823
26,0.7875891540900514,13.645743989944458
27,-0.19989557540399694,3.328803895109443
28,-0.14663272950002143,2.2115832104477833
29,-0.0848320643885702,2.9793282248640574
30,-0.08242615002698155,5.76102333530303
31,0.054445321649883784,2.208925953988106
32,0.028268963028927164,3.35152977967775
33,0.024658565754972158,6.749362995163087
34,0.42991814846924,4.8685996060730306
35,-0.3617393746346195,1.9787515003194092
36,0.6430464031595376,5.201344411988412
37,-0.18229067538093816,1.666237715944167
38,-0.13101725392969907,1.8896782540185477
39,-0.1609945945396659,1.301706858668276
40,0.8256571098891717,7.577781810299043
41,0.8598958921528632,11.968819918427416
42,0.09313440126346885,4.639777358757552
43,-0.20593288384192693,2.2736653215782616
44,-0.05962439018191509,2.8087251863171976
45,-0.12074956631047591,1.6801947582793493
46,0.07393372481819042,1.5660586102034455
47,0.0012382526744297276,1.235745473350248
48,0.13647215909660063,1.8622229620333641
49,0.10093298004139015,3.842463541928158
50,-0.2190566040217496,1.5528482131419643
51,0.027380162661754956,2.6200229658875416
52,-0.031003570106251026,1.4248315750270761
53,0.2827153424441975,2.709174043452868
54,-0.18011456265274475,1.362543801979352
55,-0.16077904806257054,1.1878507780451928
56,0.08155457739748301,2.1388034971170526
57,0.0795860553513311,1.6509026651100447
58,-0.09588574746884004,0.8203773014007076
59,-0.03669225479831659,0.4550592195683269
60,-0.09263926690008732,0.9299623591605053
61,0.22179300721724748,1.2465258309918066
62,0.011410207599551688,1.0074782597762282
